ISIN,date,face_value,security_group,industry,instrument,market_lot,name_of_company,paid_up_value,security_code,security_id,security_name,series,symbol,nse,bse,trading_location
INE208C01025,03-APR-1996,1,A ,Oil Marketing & Distribution,Equity,1,Aegis Logistics Limited,1,500003,AEGISLOG,AEGIS LOGISTICS LTD.,EQ,AEGISCHEM,1,1,India
INE001A01036,23-OCT-1996,2,A ,Housing Finance ,Equity,1,Housing Development Finance Corporation Limited,2,500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,EQ,HDFC,1,1,India
INE032A01023,26-APR-1995,2,A ,Textiles,Equity,1,Bombay Dyeing & Mfg Company Limited,2,500020,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,EQ,BOMDYEING,1,1,India
INE100A01010,06-MAY-1998,10,A ,Specialty Chemicals,Equity,1,Atul Limited,10,500027,ATUL,ATUL LTD.,EQ,ATUL,1,1,India
INE193E01025,02-NOV-2007,2,A ,Household Appliances,Equity,1,Bajaj Electricals Limited,2,500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,EQ,BAJAJELEC,1,1,India
INE451A01017,03-NOV-1994,10,A ,Cars & Utility Vehicles,Equity,1,FORCE MOTORS LTD,10,500033,FORCEMOT,FORCE MOTORS LTD.-$,EQ,FORCEMOT,1,1,India
INE296A01024,01-APR-2003,2,A ,Finance (including NBFCs),Equity,1,Bajaj Finance Limited,2,500034,BAJFINANCE,Bajaj Finance Limited,EQ,BAJFINANCE,1,1,India
INE119A01028,08-FEB-1995,1,A ,Sugar,Equity,1,Balrampur Chini Mills Limited,1,500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,EQ,BALRAMCHIN,1,1,India
INE055A01016,27-JUN-2003,10,A ,Paper & Paper Products,Equity,1,Century Textiles & Industries Limited,10,500040,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,EQ,CENTURYTEX,1,1,India
INE373A01013,17-MAY-1995,10,A ,Specialty Chemicals,Equity,1,BASF India Limited,10,500042,BASF,BASF INDIA LTD.,EQ,BASF,1,1,India
INE176A01028,18-JUN-2003,5,A ,Footwear,Equity,1,Bata India Limited,5,500043,BATAINDIA,BATA INDIA LTD.,EQ,BATAINDIA,1,1,India
INE258A01016,05-NOV-2003,10,A ,Commercial Vehicles,Equity,1,BEML Limited,10,500048,BEML,BEML LTD.,EQ,BEML,1,1,India
INE263A01024,19-JUL-2000,1,A ,Defence,Equity,1,Bharat Electronics Limited,1,500049,BEL,BHARAT ELECTRONICS LTD.,EQ,BEL,1,1,India
INE472A01039,15-JUN-2000,2,A ,Consumer Electronics,Equity,1,Blue Star Limited,2,500067,BLUESTARCO,BLUE STAR LTD.,EQ,BLUESTARCO,1,1,India
INE486A01013,08-FEB-1995,10,A ,Electric Utilities,Equity,1,CESC Limited,10,500084,CESC,CESC LTD.,EQ,CESC,1,1,India
INE085A01013,14-JUN-1995,10,A ,Fertilizers,Equity,1,Chambal Fertilizers & Chemicals Limited,10,500085,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,EQ,CHAMBLFERT,1,1,India
INE302A01020,17-JUN-2003,1,A ,Auto Parts & Equipment,Equity,1,Exide Industries Limited,1,500086,EXIDEIND,EXIDE INDUSTRIES LTD.,EQ,EXIDEIND,1,1,India
INE059A01026,08-FEB-1995,2,A ,Pharmaceuticals,Equity,1,Cipla Limited,2,500087,CIPLA,CIPLA LTD.,EQ,CIPLA,1,1,India
INE007A01025,28-JUN-1995,1,A ,Other Financial Services,Equity,1,CRISIL Limited,1,500092,CRISIL,CRISIL LTD.,EQ,CRISIL,1,1,India
INE016A01026,28-APR-1999,1,A ,Personal Products,Equity,1,Dabur India Limited,1,500096,DABUR,DABUR INDIA LTD.,EQ,DABUR,1,1,India
INE034A01011,08-FEB-1995,10,A ,Textiles,Equity,1,Arvind Limited,10,500101,ARVIND,ARVIND LTD.,EQ,ARVIND,1,1,India
INE257A01026,11-NOV-2003,2,A ,Heavy Electrical Equipment,Equity,1,Bharat Heavy Electricals Limited,2,500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,EQ,BHEL,1,1,India
INE094A01015,17-JUN-1998,10,A ,Refineries/ Petro-Products,Equity,1,Hindustan Petroleum Corporation Limited,10,500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,EQ,HINDPETRO,1,1,India
INE039A01010,26-APR-1995,10,A ,Financial Institutions,Equity,1,IFCI Limited,10,500106,IFCI,IFCI LTD.,EQ,IFCI,1,1,India
INE103A01014,07-JAN-2005,10,A ,Refineries/ Petro-Products,Equity,1,Mangalore Refinery and Petrochemicals Limited,10,500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,EQ,MRPL,1,1,India
INE178A01016,07-JUN-2000,10,A ,Refineries/ Petro-Products,Equity,1,Chennai Petroleum Corporation Limited,10,500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,EQ,CHENNPETRO,1,1,India
INE062A01020,01-MAR-1995,1,A ,Banks,Equity,1,State Bank of India,1,500112,SBIN,STATE BANK OF INDIA,EQ,SBIN,1,1,India
INE114A01011,06-JUL-1995,10,A ,Iron & Steel/Interm.Products,Equity,1,Steel Authority of India Limited,10,500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,EQ,SAIL,1,1,India
INE280A01028,24-SEP-2004,1,A ,Other Apparels & Accessories,Equity,1,Titan Company Limited,1,500114,TITAN,Titan Company Limited,EQ,TITAN,1,1,India
INE008A01015,20-SEP-1995,10,A ,Banks,Equity,1,IDBI Bank Limited,10,500116,IDBI,IDBI BANK LTD.,EQ,IDBI,1,1,India
INE126A01031,10-MAY-1995,1,A ,Sugar,Equity,1,EID Parry India Limited,1,500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,EQ,EIDPARRY,1,1,India
INE199A01012,24-APR-1996,10,A ,Pharmaceuticals,Equity,1,Procter & Gamble Health Limited,10,500126,PGHL,Procter & Gamble Health Ltd,EQ,PGHL,1,1,India
INE255A01020,11-FEB-2002,2,A ,Containers & Packaging,Equity,1,Essel Propack Limited,2,500135,ESSELPRO,ESSEL PROPACK LTD.,EQ,ESSELPACK,1,1,India
INE235A01022,15-FEB-1995,2,A ,Other Elect.Equip./ Prod.,Equity,1,Finolex Cables Limited,2,500144,FINCABLES,FINOLEX CABLES LTD.,EQ,FINCABLES,1,1,India
INE516A01017,23-AUG-1995,10,A ,Containers & Packaging,Equity,1,UFLEX Limited,10,500148,UFLEX,UFLEX LTD.,EQ,UFLEX,1,1,India
INE260B01028,24-JUL-1996,2,A ,Cigarettes-Tobacco Products,Equity,1,Godfrey Phillips India Limited,2,500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,EQ,GODFRYPHLP,1,1,India
INE233A01035,25-FEB-2003,1,A ,Commodity Chemicals,Equity,1,Godrej Industries Limited,1,500164,GODREJIND,GODREJ INDUSTRIES LTD.,EQ,GODREJIND,1,1,India
INE531A01024,15-SEP-2003,1,A ,Furniture-Furnishing-Paints,Equity,1,Kansai Nerolac Paints Limited,1,500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,EQ,KANSAINER,1,1,India
INE539A01019,31-JUL-2003,10,A ,Commodity Chemicals,Equity,1,GHCL Limited,10,500171,GHCL,GHCL LTD.,EQ,GHCL,1,1,India
INE040A01034,08-NOV-1995,1,A ,Banks,Equity,1,HDFC Bank Limited,1,500180,HDFCBANK,HDFC Bank Ltd,EQ,HDFCBANK,1,1,India
INE158A01026,11-APR-2003,2,A ,2/3 Wheelers,Equity,1,Hero MotoCorp Limited,2,500182,HEROMOTOCO,HERO MOTOCORP LTD.,EQ,HEROMOTOCO,1,1,India
INE548A01028,09-MAR-2011,1,A ,Telecom Cables,Equity,1,HFCL Limited,1,500183,HFCL,HFCL Ltd,EQ,HFCL,1,1,India
INE019C01026,02-MAR-2007,1,A ,Specialty Chemicals,Equity,1,Himadri Speciality Chemical Limited,1,500184,HSCL,Himadri Speciality Chemical Ltd,EQ,HSCL,1,1,India
INE267A01025,21-NOV-2006,2,A ,Zinc,Equity,1,Hindustan Zinc Limited,2,500188,HINDZINC,HINDUSTAN ZINC LTD.,EQ,HINDZINC,1,1,India
INE009A01021,08-FEB-1995,5,A ,IT Consulting & Software,Equity,1,Infosys Limited,5,500209,INFY,INFOSYS LTD.,EQ,INFY,1,1,India
INE019A01038,23-MAR-2005,1,A ,Iron & Steel/Interm.Products,Equity,1,JSW Steel Limited,1,500228,JSWSTEEL,JSW STEEL LTD.,EQ,JSWSTEEL,1,1,India
INE217B01036,01-JUN-2004,1,A ,Furniture-Furnishing-Paints,Equity,1,Kajaria Ceramics Limited,1,500233,KAJARIACER,KAJARIA CERAMICS LTD.,EQ,KAJARIACER,1,1,India
INE716A01013,06-APR-2010,10,A ,Consumer Electronics,Equity,1,Whirlpool of India Limited,10,500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,EQ,WHIRLPOOL,1,1,India
INE237A01028,20-DEC-1995,5,A ,Banks,Equity,1,Kotak Mahindra Bank Limited,5,500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,EQ,KOTAKBANK,1,1,India
INE849A01020,07-JUN-2004,1,A ,Specialty Retail,Equity,1,Trent Limited,1,500251,TRENT,TRENT LTD.,EQ,TRENT,1,1,India
INE269B01029,29-MAR-1995,10,A ,Industrial Machinery,Equity,1,Lakshmi Machine Works Limited,10,500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,EQ,LAXMIMACH,1,1,India
INE115A01026,29-JUL-1998,2,A ,Housing Finance ,Equity,1,LIC Housing Finance Limited,2,500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,EQ,LICHSGFIN,1,1,India
INE326A01037,10-SEP-2001,2,A ,Pharmaceuticals,Equity,1,Lupin Limited,2,500257,LUPIN,LUPIN LTD.,EQ,LUPIN,1,1,India
INE331A01037,09-APR-1997,1,A ,Cement & Cement Products,Equity,1,The Ramco Cements Limited,1,500260,RAMCOCEM,The Ramco Cements Limited,EQ,RAMCOCEM,1,1,India
INE271B01025,25-AUG-2004,5,A ,Construction & Engineering,Equity,1,Maharashtra Seamless Limited,5,500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,EQ,MAHSEAMLES,1,1,India
INE288A01013,08-FEB-1995,10,A ,Investment Companies,Equity,1,Maharashtra Scooters Limited,10,500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,EQ,MAHSCOOTER,1,1,India
INE180A01020,17-MAY-2000,2,A ,Life Insurance,Equity,1,Max Financial Services Limited,2,500271,MFSL,Max Financial Services Ltd,EQ,MFSL,1,1,India
INE285B01017,10-MAY-1995,10,A ,Airlines,Equity,100,SPICEJET LTD,10,500285,SPICEJET,SPICEJET LTD.,EQ,SPICEJET,1,1,India
INE883A01011,18-SEP-1996,10,A ,Auto Tyres & Rubber Products,Equity,1,MRF Limited,10,500290,MRF,MRF LTD.,EQ,MRF,1,1,India
INE578A01017,15-MAR-1995,10,A ,Cement & Cement Products,Equity,1,HeidelbergCement India Limited,10,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,EQ,HEIDELBERG,1,1,India
INE868B01028,14-OCT-2003,2,A ,Construction & Engineering,Equity,1,NCC Limited,2,500294,NCC,NCC Limited,EQ,NCC,1,1,India
INE205A01025,13-MAY-1998,1,A ,Aluminium,Equity,1,Vedanta Limited,1,500295,VEDL,Vedanta Limited,EQ,VEDL,1,1,India
INE047A01021,10-MAY-1995,2,A ,Cement & Cement Products,Equity,1,Grasim Industries Limited,2,500300,GRASIM,GRASIM INDUSTRIES LTD.,EQ,GRASIM,1,1,India
INE140A01024,08-FEB-1995,2,A ,Pharmaceuticals,Equity,1,Piramal Enterprises Limited,2,500302,PEL,PIRAMAL ENTERPRISES LTD.,EQ,PEL,1,1,India
INE213A01029,19-JUL-1995,5,A ,Exploration & Production,Equity,1,Oil & Natural Gas Corporation Limited,5,500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,EQ,ONGC,1,1,India
INE002A01018,29-NOV-1995,10,A ,Integrated Oil & Gas,Equity,1,Reliance Industries Limited,10,500325,RELIANCE,RELIANCE INDUSTRIES LTD.,EQ,RELIANCE,1,1,India
INE301A01014,18-OCT-1995,10,A ,Textiles,Equity,1,Raymond Limited,10,500330,RAYMOND,RAYMOND LTD.,EQ,RAYMOND,1,1,India
INE318A01026,29-MAR-1995,1,A ,Specialty Chemicals,Equity,1,Pidilite Industries Limited,1,500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,EQ,PIDILITIND,1,1,India
INE340A01012,12-APR-1995,10,A ,Cement & Cement Products,Equity,1,Birla Corporation Limited,10,500335,BIRLACORPN,BIRLA CORPORATION LTD.,EQ,BIRLACORPN,1,1,India
INE010A01011,20-AUG-2003,10,A ,Cement & Cement Products,Equity,1,Prism Johnson Limited,10,500338,PRSMJOHNSN,Prism Johnson Ltd,EQ,PRSMJOHNSN,1,1,India
INE855B01025,03-MAR-2008,2,A ,Petrochemicals,Equity,1,Rain Industries Limited,2,500339,RAIN,Rain Industries Ltd,EQ,RAIN,1,1,India
INE613A01020,01-APR-1999,1,A ,Agrochemicals,Equity,1,Rallis India Limited,1,500355,RALLIS,RALLIS INDIA LTD.,EQ,RALLIS,1,1,India
INE324A01024,29-APR-2003,2,A ,Construction & Engineering,Equity,1,Jindal Saw Limited,2,500378,JINDALSAW,JINDAL SAW LTD.,EQ,JINDALSAW,1,1,India
INE786A01032,19-JUN-2006,5,A ,Cement & Cement Products,Equity,1,JK Lakshmi Cement Limited,5,500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,EQ,JKLAKSHMI,1,1,India
INE070A01015,26-APR-1995,10,A ,Cement & Cement Products,Equity,1,SHREE CEMENT LIMITED,10,500387,SHREECEM,SHREE CEMENT LTD.,EQ,SHREECEM,1,1,India
INE036A01016,08-FEB-1995,10,A ,Electric Utilities,Equity,1,Reliance Infrastructure Limited,10,500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,EQ,RELINFRA,1,1,India
INE245A01021,03-APR-1996,1,A ,Electric Utilities,Equity,1,Tata Power Company Limited,1,500400,TATAPOWER,TATA POWER CO.LTD.,EQ,TATAPOWER,1,1,India
INE387A01021,07-JUN-2000,1,A ,Auto Parts & Equipment,Equity,1,Sundram Fasteners Limited,1,500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,EQ,SUNDRMFAST,1,1,India
INE670A01012,17-SEP-2003,10,A ,IT Software Products,Equity,1,Tata Elxsi Limited,10,500408,TATAELXSI,TATA ELXSI LTD.,EQ,TATAELXSI,1,1,India
INE012A01025,20-NOV-1996,10,A ,Cement & Cement Products,Equity,1,ACC Limited,10,500410,ACC,ACC LTD.,EQ,ACC,1,1,India
INE152A01029,30-AUG-1995,2,A ,Heavy Electrical Equipment,Equity,1,Thermax Limited,2,500411,THERMAX,THERMAX LTD.,EQ,THERMAX,1,1,India
INE685A01028,25-NOV-2002,5,A ,Pharmaceuticals,Equity,1,Torrent Pharmaceuticals Limited,5,500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,EQ,TORNTPHARM,1,1,India
INE079A01024,18-FEB-1998,2,A ,Cement & Cement Products,Equity,1,Ambuja Cements Limited,2,500425,AMBUJACEM,AMBUJA CEMENTS LTD.,EQ,AMBUJACEM,1,1,India
INE038A01020,08-JAN-1997,1,A ,Aluminium,Equity,1,Hindalco Industries Limited,1,500440,HINDALCO,HINDALCO INDUSTRIES LTD.,EQ,HINDALCO,1,1,India
INE179A01014,07-JUL-2004,10,A ,Personal Products,Equity,1,Procter & Gamble Hygiene and Health Care Limited,10,500459,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,EQ,PGHH,1,1,India
INE171A01029,08-FEB-1995,2,A ,Banks,Equity,1,The Federal Bank  Limited,2,500469,FEDERALBNK,FEDERAL BANK LTD.,EQ,FEDERALBNK,1,1,India
INE081A01012,18-NOV-1998,10,A ,Iron & Steel/Interm.Products,Equity,1,Tata Steel Limited,10,500470,TATASTEEL,TATA STEEL LTD.,EQ,TATASTEEL,1,1,India
INE640A01023,27-JAN-1999,10,A ,Other Industrial Goods,Equity,1,SKF India Limited,10,500472,SKFINDIA,SKF India Ltd,EQ,SKFINDIA,1,1,India
INE208A01029,25-MAY-1995,1,A ,Commercial Vehicles,Equity,1,Ashok Leyland Limited,1,500477,ASHOKLEY,ASHOK LEYLAND LTD.,EQ,ASHOKLEY,1,1,India
INE298A01020,29-MAR-1995,2,A ,Industrial Machinery,Equity,1,Cummins India Limited,2,500480,CUMMINSIND,CUMMINS INDIA LTD.,EQ,CUMMINSIND,1,1,India
INE358A01014,08-JAN-2010,10,A ,Pharmaceuticals,Equity,1,Abbott India Limited,10,500488,ABBOTINDIA,ABBOTT INDIA LTD.,EQ,ABBOTINDIA,1,1,India
INE118A01012,15-MAR-1995,10,A ,Holding Companies,Equity,1,Bajaj Holdings & Investment Limited,10,500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,EQ,BAJAJHLDNG,1,1,India
INE465A01025,04-APR-2003,2,A ,Other Industrial Products,Equity,1,Bharat Forge Limited,2,500493,BHARATFORG,BHARAT FORGE LTD.,EQ,BHARATFORG,1,1,India
INE042A01014,01-MAR-1995,10,A ,Commercial Vehicles,Equity,1,Escorts Limited,10,500495,ESCORTS,ESCORTS LTD.,EQ,ESCORTS,1,1,India
INE018A01030,23-JUN-2004,2,A ,Construction & Engineering,Equity,1,Larsen & Toubro Limited,2,500510,LT,LARSEN & TOUBRO LTD.,EQ,LT,1,1,India
INE101A01026,03-JAN-1996,5,A ,Cars & Utility Vehicles,Equity,1,Mahindra & Mahindra Limited,5,500520,M&M,MAHINDRA & MAHINDRA LTD.,EQ,M&M,1,1,India
INE323A01026,12-MAY-2003,10,A ,Auto Parts & Equipment,Equity,1,Bosch Limited,10,500530,BOSCHLTD,BOSCH LTD.,EQ,BOSCHLTD,1,1,India
INE029A01011,13-SEP-1995,10,A ,Refineries/ Petro-Products,Equity,1,Bharat Petroleum Corporation Limited,10,500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,EQ,BPCL,1,1,India
INE003A01024,06-SEP-1995,2,A ,Heavy Electrical Equipment,Equity,1,Siemens Limited,2,500550,SIEMENS,SIEMENS LTD.,EQ,SIEMENS,1,1,India
INE155A01022,22-JUL-1998,2,A ,Commercial Vehicles,Equity,1,Tata Motors Limited,2,500570,TATAMOTORS,TATA MOTORS LTD.,EQ,TATAMOTORS,1,1,India
INE226A01021,12-APR-1995,1,A ,Consumer Electronics,Equity,1,Voltas Limited,1,500575,VOLTAS,VOLTAS LTD.,EQ,VOLTAS,1,1,India
INE017A01032,27-NOV-2006,10,A ,Shipping,Equity,1,The Great Eastern Shipping Company Limited,10,500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,EQ,GESHIP,1,1,India
INE501A01019,17-JAN-2003,10,A ,Commodity Chemicals,Equity,1,Deepak Fertilizers and Petrochemicals Corporation Limited,10,500645,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,EQ,DEEPAKFERT,1,1,India
INE159A01016,15-DEC-2000,10,A ,Pharmaceuticals,Equity,1,GlaxoSmithKline Pharmaceuticals Limited,10,500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,EQ,GLAXO,1,1,India
INE113A01013,17-MAY-1995,10,A ,Fertilizers,Equity,1,Gujarat Narmada Valley Fertilizers and Chemicals Limited,10,500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,EQ,GNFC,1,1,India
INE058A01010,19-MAY-2003,10,A ,Pharmaceuticals,Equity,1,Sanofi India Limited,10,500674,SANOFI,Sanofi India Ltd,EQ,SANOFI,1,1,India
INE182A01018,28-APR-1999,10,A ,Pharmaceuticals,Equity,1,Pfizer Limited,10,500680,PFIZER,PFIZER LTD.,EQ,PFIZER,1,1,India
INE026A01025,06-SEP-1995,2,A ,Fertilizers,Equity,1,Gujarat State Fertilizers & Chemicals Limited,2,500690,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,EQ,GSFC,1,1,India
INE030A01027,06-JUL-1995,1,A ,Personal Products,Equity,1,Hindustan Unilever Limited,1,500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,EQ,HINDUNILVR,1,1,India
INE133A01011,28-JUN-2001,10,A ,Furniture-Furnishing-Paints,Equity,1,Akzo Nobel India Limited,10,500710,AKZOINDIA,Akzo Nobel India Limited,EQ,AKZOINDIA,1,1,India
INE163A01018,17-JAN-1996,10,A ,Specialty Chemicals,Equity,1,NOCIL Limited,10,500730,NOCIL,NOCIL LTD.,EQ,NOCIL,1,1,India
INE092A01019,01-APR-1999,10,A ,Commodity Chemicals,Equity,1,Tata Chemicals Limited,10,500770,TATACHEM,TATA CHEMICALS LTD.,EQ,TATACHEM,1,1,India
INE239A01016,08-JAN-2010,10,A ,Packaged Foods,Equity,1,Nestle India Limited,10,500790,NESTLEIND,NESTLE INDIA LTD.,EQ,NESTLEIND,1,1,India
INE192A01025,18-NOV-1998,1,A ,Tea & Coffee,Equity,1,TATA CONSUMER PRODUCTS LIMITED,1,500800,TATACONSUM,Tata Consumer Products Ltd,EQ,TATACONSUM,1,1,India
INE021A01026,31-MAY-1995,1,A ,Furniture-Furnishing-Paints,Equity,1,Asian Paints Limited,1,500820,ASIANPAINT,ASIAN PAINTS LTD.,EQ,ASIANPAINT,1,1,India
INE216A01030,05-NOV-1998,1,A ,Packaged Foods,Equity,1,Britannia Industries Limited,1,500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,EQ,BRITANNIA,1,1,India
INE259A01022,17-DEC-2007,1,A ,Personal Products,Equity,1,Colgate Palmolive (India) Limited,1,500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,EQ,COLPAL,1,1,India
INE230A01023,08-FEB-1995,2,A ,Hotels,Equity,1,EIH Limited,2,500840,EIHOTEL,EIH LTD.,EQ,EIHOTEL,1,1,India
INE053A01029,03-JUL-1996,1,A ,Hotels,Equity,1,The Indian Hotels Company Limited,1,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,EQ,INDHOTEL,1,1,India
INE172A01027,14-MAR-2014,5,A ,Oil Marketing & Distribution,Equity,1,Castrol India Limited,5,500870,CASTROLIND,CASTROL INDIA LTD.,EQ,CASTROLIND,1,1,India
INE154A01025,23-AUG-1995,1,A ,Cigarettes-Tobacco Products,Equity,1,ITC Limited,1,500875,ITC,ITC LTD.,EQ,ITC,1,1,India
INE438A01022,31-MAY-1995,1,A ,Auto Tyres & Rubber Products,Equity,1,Apollo Tyres Limited,1,500877,APOLLOTYRE,APOLLO TYRES LTD.,EQ,APOLLOTYRE,1,1,India
INE482A01020,01-FEB-2008,10,A ,Auto Tyres & Rubber Products,Equity,1,CEAT Limited,10,500878,CEATLTD,CEAT LTD.,EQ,CEATLTD,1,1,India
INE183A01016,08-FEB-1995,10,A ,Plastic Products,Equity,1,Finolex Industries Limited,10,500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,EQ,FINPIPE,1,1,India
INE660C01027,04-APR-2018,1,A ,Other Financial Services,Equity,1,Centrum Capital Limited,1,501150,CENTRUM,CENTRUM CAPITAL LTD.,EQ,CENTRUM,1,1,India
INE672A01018,24-JUN-1998,10,A ,Holding Companies,Equity,1,Tata Investment Corporation Limited,10,501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,EQ,TATAINVEST,1,1,India
INE050A01025,03-APR-1996,2,A ,Tea & Coffee,Equity,1,Bombay Burmah Trading Corporation Limited,2,501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,EQ,BBTC,1,1,India
INE224A01026,09-SEP-2004,2,A ,Industrial Machinery,Equity,1,Greaves Cotton Limited,2,501455,GREAVESCOT,GREAVES COTTON LTD.,EQ,GREAVESCOT,1,1,India
INE787D01026,27-JAN-2006,2,A ,Auto Tyres & Rubber Products,Equity,1,Balkrishna Industries Limited,2,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,EQ,BALKRISIND,1,1,India
INE825A01012,14-JAN-2003,10,A ,Textiles,Equity,1,Vardhman Textiles Limited,10,502986,VTL,VARDHMAN TEXTILES LTD.,EQ,VTL,1,1,India
INE211B01039,23-APR-2007,2,A ,Realty,Equity,1,The Phoenix Mills Limited,2,503100,PHOENIXLTD,The Phoenix Mills Ltd,EQ,PHOENIXLTD,1,1,India
INE665A01038,29-MAY-2012,1,A ,Textiles,Equity,1,Swan Energy Limited,1,503310,SWANENERGY,SWAN ENERGY LTD.,EQ,SWANENERGY,1,1,India
INE647A01010,18-AUG-2003,10,A ,Diversified,Equity,1,SRF Limited,10,503806,SRF,SRF LTD.,EQ,SRF,1,1,India
INE520A01027,09-JUL-2003,2,A ,IT Consulting & Software,Equity,1,Zensar Technologies Limited,2,504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,EQ,ZENSARTECH,1,1,India
INE149A01033,25-SEP-2017,1,A ,Holding Companies,Equity,1,Cholamandalam Financial Holdings Limited,1,504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,EQ,CHOLAHLDNG,1,1,India
INE066A01013,07-SEP-2004,10,A ,2/3 Wheelers,Equity,1,Eicher Motors Limited,10,505200,EICHERMOT,EICHER MOTORS LTD.,EQ,EICHERMOT,1,1,India
INE317F01035,08-APR-2008,2,A ,Diversified Commercial Services,Equity,1,Nesco Limited,2,505355,NESCO,NESCO LTD.,EQ,NESCO,1,1,India
INE688D01026,29-OCT-2010,1,A ,Furniture-Furnishing-Paints,Equity,1,Responsive Industries Limited,1,505509,RESPONIND,RESPONSIVE INDUSTRIES LTD.,EQ,RESPONIND,1,1,India
INE274F01020,19-AUG-2019,2,A ,Restaurants,Equity,1,Westlife Development Ltd,2,505533,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,EQ,WESTLIFE,1,1,India
INE256A01028,09-SEP-1998,1,A ,Broadcasting & Cable TV,Equity,1,Zee Entertainment Enterprises Limited,1,505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,EQ,ZEEL,1,1,India
INE559A01017,29-MAR-1995,10,A ,Household Appliances,Equity,1,IFB Industries Limited,10,505726,IFBIND,IFB INDUSTRIES LTD.,EQ,IFBIND,1,1,India
INE513A01014,29-NOV-2000,10,A ,Industrial Machinery,Equity,1,Schaeffler India Limited,10,505790,SCHAEFFLER,Schaeffler India Ltd,EQ,SCHAEFFLER,1,1,India
INE536A01023,11-SEP-2006,5,A ,Other Industrial Products,Equity,1,Grindwell Norton Limited,5,506076,GRINDWELL,GRINDWELL NORTON LTD.-$,EQ,GRINDWELL,1,1,India
INE416D01022,26-JUL-2010,1,A ,Pharmaceuticals,Equity,1,Bliss GVS Pharma Limited,1,506197,BLISSGVS,BLISS GVS PHARMA LTD.,EQ,BLISSGVS,1,1,India
INE462A01022,08-JAN-2010,10,A ,Agrochemicals,Equity,1,Bayer Cropscience Limited,10,506285,BAYERCROP,BAYER CROPSCIENCE LTD.,EQ,BAYERCROP,1,1,India
INE169A01031,31-MAY-1995,1,A ,Fertilizers,Equity,1,Coromandel International Limited,1,506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,EQ,COROMANDEL,1,1,India
INE288B01029,29-SEP-2010,2,A ,Commodity Chemicals,Equity,1,Deepak Nitrite Limited,2,506401,DEEPAKNI,DEEPAK NITRITE LTD.-$,EQ,DEEPAKNTR,1,1,India
INE602A01023,29-MAR-1995,2,A ,Carbon Black,Equity,1,Phillips Carbon Black Limited,2,506590,PHILIPCARB,PHILLIPS CARBON BLACK LTD.,EQ,PHILIPCARB,1,1,India
