ISIN,date,face_value,security_group,industry,instrument,market_lot,name_of_company,paid_up_value,security_code,security_id,security_name,series,symbol,nse,bse,trading_location
INE392A01013,28-AUG-1996,10,B ,Cement & Cement Products,Equity,1,Visaka Industries Limited,10,509055,VISAKAIND,VISAKA INDUSTRIES LTD.,EQ,VISAKAIND,1,1,India
INE980A01023,05-JAN-2005,2,B ,Advertising & Media,Equity,1,Pressman Advertising Limited,2,509077,PRESSMN,Pressman Advertising Limited,EQ,PRESSMN,1,1,India
INE742B01025,19-OCT-2004,1,B ,Pharmaceuticals,Equity,1,Gufic Biosciences Limited,1,509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,EQ,GUFICBIO,1,1,India
INE137I01015,12-FEB-2015,10,B ,Auto Tyres & Rubber Products,Equity,1,GRP Limited,10,509152,GRPLTD,GRP LTD.,EQ,GRPLTD,1,1,India
INE034D01031,29-JAN-2007,2,B ,Comm.Trading  & Distribution,Equity,1,PTL Enterprises Limited,2,509220,PTL,PTL ENTERPRISES LTD.-$,EQ,PTL,1,1,India
INE426D01013,05-JUN-2007,10,B ,Refineries/ Petro-Products,Equity,1,Goa Carbon Limited,10,509567,GOACARBON,GOA CARBON LTD.-$,EQ,GOACARBON,1,1,India
INE310C01029,08-MAY-1996,5,B ,Auto Parts & Equipment,Equity,1,Hindustan Composites Limited,5,509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,EQ,HINDCOMPOS,1,1,India
INE557A01011,26-APR-1995,10,B ,Cement & Cement Products,Equity,1,HIL Limited,10,509675,HIL,HIL LTD.,EQ,HIL,1,1,India
INE061A01014,08-JAN-1997,10,B ,Textiles,Equity,1,Indian Card Clothing Company Limited,10,509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,EQ,INDIANCARD,1,1,India
INE364A01020,15-FEB-1995,5,B ,Tea & Coffee,Equity,1,Jayshree Tea & Industries Limited,5,509715,JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,EQ,JAYSREETEA,1,1,India
INE275B01026,01-OCT-2004,2,B ,Containers & Packaging,Equity,1,Huhtamaki PPL Limited,2,509820,PAPERPROD,Huhtamaki PPL Limited,EQ,PAPERPROD,1,1,India
INE849C01026,03-MAR-2008,2,B ,Furniture-Furnishing-Paints,Equity,1,Shalimar Paints Limited,2,509874,SHALPAINTS,SHALIMAR PAINTS LTD.-$,EQ,SHALPAINTS,1,1,India
INE705C01020,26-DEC-2017,10,B ,Textiles,Equity,1,Shiva Texyarn Limited,10,511108,SHIVTEX,SHIVA TEXYARN LTD.,EQ,SHIVATEX,1,1,India
INE709A01018,25-MAY-1995,10,B ,Other Financial Services,Equity,1,VLS Finance Limited,10,511333,VLSFINANCE,VLS FINANCE LTD.,EQ,VLSFINANCE,1,1,India
INE559D01011,27-DEC-2006,10,B ,Finance (including NBFCs),Equity,1,Crest Ventures Limited,10,511413,CREST,CREST VENTURES LIMITED,EQ,CREST,1,1,India
INE841B01017,08-OCT-2008,10,B ,Other Financial Services,Equity,1,Indbank Merchant Banking Services Limited,10,511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,EQ,INDBANK,1,1,India
INE707C01018,16-JAN-2017,10,B ,Finance (including NBFCs),Equity,1,Capital Trust Limited,10,511505,CAPITALT,CAPITAL TRUST LTD.,EQ,CAPTRUST,1,1,India
INE289C01025,11-JUN-2002,10,B ,Finance (including NBFCs),Equity,1,Times Guaranty Limited,10,511559,TIMESGTY,TIMES GUARANTY LTD.,EQ,TIMESGTY,1,1,India
INE699B01027,05-JUN-1996,1,B ,Publishing,Equity,1,Sambhaav Media Limited,1,511630,SAMBHAAV,SAMBHAAV MEDIA LTD.,EQ,SAMBHAAV,1,1,India
INE946H01037,23-APR-2015,1,B ,Realty,Equity,1,Vipul Limited,1,511726,VIPUL,VIPUL LTD.,EQ,VIPULLTD,1,1,India
INE296G01013,24-AUG-2015,10,B ,Finance (including NBFCs),Equity,1,Muthoot Capital Services Limited,10,511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,EQ,MUTHOOTCAP,1,1,India
INE529F01035,29-AUG-2018,10,B ,Plastic Products,Equity,1,Signet Industries Limited,10,512131,SIGNETIND,Signet Industries Limited,EQ,SIGIND,1,1,India
INE196B01016,21-MAR-2001,10,B ,Other Non-Ferrous Metals,Equity,1,Shirpur Gold Refinery Limited,10,512289,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.,EQ,SHIRPUR-G,1,1,India
INE458B01036,17-MAY-2017,2,B ,Copper,Equity,1,Bhagyanagar India Limited,2,512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,EQ,BHAGYANGR,1,1,India
INE668D01028,20-DEC-2006,2,B ,Textiles,Equity,1,Donear Industries Limited,2,512519,DONEAR,DONEAR INDUSTRIES LTD.-$,EQ,DONEAR,1,1,India
INE807F01027,10-MAR-2016,2,B ,Pharmaceuticals,Equity,1,Sequent Scientific Limited,2,512529,SEQUENT,SEQUENT SCIENTIFIC LTD.,EQ,SEQUENT,1,1,India
INE655A01013,01-APR-2003,10,B ,Comm.Trading  & Distribution,Equity,1,The State Trading Corporation of India Limited,10,512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,EQ,STCINDIA,1,1,India
INE058B01018,10-JUL-1996,10,B ,Textiles,Equity,1,Zenith Exports Limited,10,512553,ZENITHEXPO,ZENITH EXPORTS LTD.,EQ,ZENITHEXPO,1,1,India
INE681C01015,26-JUN-1996,10,B ,Finance (including NBFCs),Equity,1,Keynote Financial Services Limited,10,512597,KEYFINSER,Keynote Financial Services Ltd,EQ,KEYFINSERV,1,1,India
INE474E01029,30-JAN-2017,1,B ,Other Apparels & Accessories,Equity,1,Bhandari Hosiery Exports Limited,1,512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,EQ,BHANDARI,1,1,India
INE231G01010,05-NOV-2013,10,B ,Textiles,Equity,1,Orbit Exports Limited,10,512626,ORBTEXP,ORBIT EXPORTS LTD.,EQ,ORBTEXP,1,1,India
INE674A01014,24-FEB-2003,10,B ,Iron & Steel/Interm.Products,Equity,1,Tata Steel Long Products Limited,10,513010,TATASTLLP,Tata Steel Long Products Ltd,EQ,TATASTLLP,1,1,India
INE524B01027,31-JAN-2007,5,B ,Iron & Steel Products,Equity,1,Gandhi Special Tubes Limited,5,513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,EQ,GANDHITUBE,1,1,India
INE730A01022,24-JUL-2015,2,B ,Specialty Chemicals,Equity,1,Oricon Enterprises Limited,2,513121,ORICON,ORICON ENTERPRISES LTD.-$,EQ,ORICONENT,1,1,India
INE932A01024,25-NOV-2010,5,B ,Iron & Steel/Interm.Products,Equity,1,Pennar Industries Limited,5,513228,PENIND,PENNAR INDUSTRIES LTD.-$,EQ,PENIND,1,1,India
INE802C01017,06-JUN-2005,10,B ,Auto Parts & Equipment,Equity,1,Steel Strips Wheels Limited,10,513262,SSWL,STEEL STRIPS WHEELS LTD.-$,EQ,SSWL,1,1,India
INE993A01026,24-JUN-2005,5,B ,Construction & Engineering,Equity,1,Man Industries (India) Limited,5,513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,EQ,MANINDS,1,1,India
INE298G01027,16-JUN-2009,10,B ,Realty,Equity,1,Ajmera Realty & Infra India Limited,10,513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,EQ,AJMERA,1,1,India
INE743C01021,12-SEP-2018,10,B ,Iron & Steel/Interm.Products,Equity,1,Monnet Ispat & Energy Limited,10,513446,MONNETISPA,MONNET ISPAT & ENERGY LTD.,EQ,AIONJSW,1,1,India
INE450D01021,02-FEB-2007,5,B ,Other Elect.Equip./ Prod.,Equity,1,Pitti Engineering Limited,5,513519,PITTIENG,Pitti Engineering Ltd-$,EQ,PITTIENG,1,1,India
INE451L01014,01-JUL-2016,10,B ,Iron & Steel Products,Equity,1,Mahamaya Steel Industries Limited,10,513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,EQ,MAHASTEEL,1,1,India
INE943C01027,28-AUG-2007,10,B ,Iron & Steel Products,Equity,1,Srikalahasthi Pipes Limited,10,513605,SRIPIPES,Srikalahasthi Pipes Limited,EQ,SRIPIPES,1,1,India
INE210C01013,24-APR-2007,10,B ,Construction Materials,Equity,1,Aro Granite Industries Limited,10,513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,EQ,AROGRANITE,1,1,India
INE594B01012,27-JUL-1995,10,B ,Textiles,Equity,1,BSL Limited,10,514045,BSL,BSL LTD.,EQ,BSL,1,1,India
INE592B01016,22-FEB-2007,10,B ,Textiles,Equity,1,T T Limited,10,514142,TTL,T T LTD.-$,EQ,TTL,1,1,India
INE845D01014,09-MAR-2015,10,B ,Diversified Commercial Services,Equity,1,Ganesha Ecosphere Limited,10,514167,GANECOS,GANESHA ECOSPHERE LTD.,EQ,GANECOS,1,1,India
INE495C01010,17-JUL-1996,10,B ,Textiles,Equity,1,Sangam (India) Limited,10,514234,SANGAMIND,SANGAM (INDIA) LTD.,EQ,SANGAMIND,1,1,India
INE156C01018,16-MAY-2006,10,B ,Textiles,Equity,1,Pioneer Embroideries Limited,10,514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,EQ,PIONEEREMB,1,1,India
INE309M01012,13-DEC-1995,5,B ,Commodity Chemicals,Equity,1,Premier Polyfilm Limited,5,514354,PREMIERPOL,PREMIER POLYFILM LTD.,EQ,PREMIERPOL,1,1,India
INE439A01020,18-MAR-1998,1,B ,Auto Parts & Equipment,Equity,1,Asahi India Glass Limited,1,515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,EQ,ASAHIINDIA,1,1,India
INE692B01014,28-MAY-2004,10,B ,Furniture-Furnishing-Paints,Equity,1,Murudeshwar Ceramics Limited,10,515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,EQ,MURUDCERA,1,1,India
INE242C01024,27-SEP-2006,2,B ,Realty,Equity,1,Anant Raj Limited,2,515055,ANANTRAJ,Anant Raj Limited-$,EQ,ANANTRAJ,1,1,India
INE925C01016,20-DEC-2007,10,B ,Construction Materials,Equity,1,Madhav Marbles and Granites Limited,10,515093,MADHAV,MADHAV MARBLES & GRANITES LTD.,EQ,MADHAV,1,1,India
INE805B01012,27-JUL-1995,10,B ,Forest Products,Equity,1,Mangalam Timber Products Limited,10,516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,EQ,MANGTIMBER,1,1,India
INE231C01019,06-NOV-1996,10,B ,Paper & Paper Products,Equity,1,Shreyans Industries Limited,10,516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,EQ,SHREYANIND,1,1,India
INE733A01018,13-SEP-1995,10,B ,Paper & Paper Products,Equity,1,Star Paper Mills Limited,10,516022,STARPAPER,STAR PAPER MILLS LTD.,EQ,STARPAPER,1,1,India
INE270I01014,05-MAR-2015,10,B ,Specialty Chemicals,Equity,1,Vishnu Chemicals Limited,10,516072,VISHNU,VISHNU CHEMICALS LTD.,EQ,VISHNU,1,1,India
INE740D01017,05-APR-2017,10,B ,Paper & Paper Products,Equity,1,N R Agarwal Industries Limited,10,516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,EQ,NRAIL,1,1,India
INE105C01023,19-JUL-1995,2,B ,Paper & Paper Products,Equity,1,3P Land Holdings Limited,2,516092,3PLAND,3P Land Holdings Ltd,EQ,3PLAND,1,1,India
INE707A01012,08-FEB-1995,10,B ,Telecom Cables,Equity,1,Vindhya Telelinks Limited,10,517015,VINDHYATEL,VINDHYA TELELINKS LTD.,EQ,VINDHYATEL,1,1,India
INE045A01017,10-MAY-1995,10,B ,Other Industrial Goods,Equity,1,Ador Welding Limited,10,517041,ADORWELD,ADOR WELDING LTD.,EQ,ADORWELD,1,1,India
INE457F01013,02-DEC-2015,10,B ,Other Elect.Equip./ Prod.,Equity,1,Salzer Electronics Limited,10,517059,SALZER,SALZER ELECTRONICS LTD.-$,EQ,SALZERELEC,1,1,India
INE228A01035,11-OCT-2000,1,B ,Iron & Steel Products,Equity,1,Usha Martin Limited,1,517146,USHAMART,USHA MARTIN LTD.,EQ,USHAMART,1,1,India
INE287B01021,13-JUL-2005,2,B ,Auto Parts & Equipment,Equity,1,Subros Limited,2,517168,SUBROS,SUBROS LTD.,EQ,SUBROS,1,1,India
INE162B01018,06-SEP-1995,10,B ,Auto Parts & Equipment,Equity,1,Lumax Industries Limited,10,517206,LUMAXIND,LUMAX INDUSTRIES LTD.,EQ,LUMAXIND,1,1,India
INE766A01018,12-APR-1995,10,B ,Comm.Trading  & Distribution,Equity,1,PAE Limited,10,517230,PAEL,PAE LTD.,EQ,PAEL,1,1,India
INE292B01021,04-JAN-2007,1,B ,Other Elect.Equip./ Prod.,Equity,1,HBL Power Systems Limited,1,517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,EQ,HBLPOWER,1,1,India
INE162A01010,08-FEB-1995,10,B ,Electric Utilities,Equity,1,Gujarat Industries Power Company Limited,10,517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,EQ,GIPCL,1,1,India
INE981B01011,29-NOV-2016,10,B ,Other Elect.Equip./ Prod.,Equity,1,CMI Limited,10,517330,CMI,CMI LTD.,EQ,CMICABLES,1,1,India
INE110B01017,02-AUG-2016,10,B ,IT Software Products,Equity,1,Mindteck (India) Limited,10,517344,MINDTECK,MINDTECK (INDIA) LTD.,EQ,MINDTECK,1,1,India
INE188B01013,09-OCT-2003,10,B ,Auto Parts & Equipment,Equity,1,Igarashi Motors India Limited,10,517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,EQ,IGARASHI,1,1,India
INE635A01023,06-NOV-2006,10,B ,Telecom Equipment,Equity,1,Shyam Telecom Limited,10,517411,SHYAMTEL,SHYAM TELECOM LTD.,EQ,SHYAMTEL,1,1,India
INE295F01017,28-APR-2014,10,B ,Household Appliances,Equity,1,Butterfly Gandhimathi Appliances Limited,10,517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,EQ,BUTTERFLY,1,1,India
INE165B01029,19-MAY-1999,5,B ,IT Software Products,Equity,1,R. S. Software (India) Limited,5,517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,EQ,RSSOFTWARE,1,1,India
INE451D01011,22-MAY-2020,10,B ,Auto Parts & Equipment,Equity,1,Rajratan Global Wire Limited,10,517522,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,EQ,RAJRATAN,1,1,India
INE130B01031,22-MAY-2002,1,B ,Telecom Cables,Equity,1,Surana Telecom and Power Limited,1,517530,SURANAT&P,Surana Telecom And Power Limited,EQ,SURANAT&P,1,1,India
INE229A01017,07-MAR-2001,10,B ,IT Consulting & Software,Equity,1,Onward Technologies Limited,10,517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,EQ,ONWARDTEC,1,1,India
INE320B01020,05-OCT-2007,10,B ,Diversified Commercial Services,Equity,1,Centum Electronics Limited,10,517544,CENTUM,CENTUM ELECTRONICS LTD.,EQ,CENTUM,1,1,India
INE948A01012,09-APR-1998,10,B ,IT Consulting & Software,Equity,1,Trigyn Technologies Limited,10,517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.,EQ,TRIGYN,1,1,India
INE542A01039,15-MAY-2013,10,B ,Cement & Cement Products,Equity,1,Gujarat Sidhee Cement Limited,10,518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,EQ,GSCLCEMENT,1,1,India
INE071F01012,10-APR-2017,10,B ,Cement & Cement Products,Equity,1,Anjani Portland Cement Limited,10,518091,APCL,ANJANI PORTLAND CEMENT LTD.-$,EQ,APCL,1,1,India
INE488B01017,23-MAR-2017,10,B ,Packaged Foods,Equity,1,Tasty Bite Eatables Limited,10,519091,TASTYBIT,TASTY BITE EATABLES LTD.,EQ,TASTYBITE,1,1,India
INE488D01021,10-JAN-2007,1,B ,Other Agricultural Products,Equity,1,AVT Natural Products Limited,1,519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,EQ,AVTNPL,1,1,India
INE254N01018,19-AUG-2019,10,B ,Packaged Foods,Equity,1,Hindustan Foods Limited,10,519126,HNDFDS,HINDUSTAN FOODS LTD.,EQ,HNDFDS,1,1,India
INE289A01011,15-DEC-2005,10,B ,Textiles,Equity,1,Nahar Industrial Enterprises Limited,10,519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,EQ,NAHARINDUS,1,1,India
INE694D01016,15-JUN-2011,10,B ,Packaged Foods,Equity,1,Vadilal Industries Limited,10,519156,VADILALIND,VADILAL INDUSTRIES LTD.-$,EQ,VADILALIND,1,1,India
INE982B01019,15-SEP-2010,10,B ,Packaged Foods,Equity,1,ADF Foods Limited,10,519183,ADFFOODS,ADF FOODS LTD.-$,EQ,ADFFOODS,1,1,India
INE210A01017,08-FEB-1995,10,B ,Comm.Trading  & Distribution,Equity,1,Williamson Magor & Company Limited,10,519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,EQ,WILLAMAGOR,1,1,India
INE706A01022,10-MAY-1995,1,B ,Specialty Chemicals,Equity,1,Vikas WSP Limited,1,519307,VIKASWSP,VIKAS WSP LTD.,EQ,VIKASWSP,1,1,India
INE087B01017,21-MAY-2008,10,B ,Other Agricultural Products,Equity,1,Anik Industries Limited,10,519383,ANIKINDS,ANIK INDUSTRIES LTD.,EQ,ANIKINDS,1,1,India
INE456C01020,29-DEC-2016,2,B ,Packaged Foods,Equity,1,DFM Foods Limited,2,519588,DFM,DFM FOODS LTD.,EQ,DFMFOODS,1,1,India
INE209B01025,12-MAY-2003,1,B ,Auto Parts & Equipment,Equity,1,Rico Auto Industries Limited,1,520008,RICOAUTO,RICO AUTO INDUSTRIES LTD.,EQ,RICOAUTO,1,1,India
INE090B01011,20-FEB-2003,10,B ,Auto Parts & Equipment,Equity,1,Omax Autos Limited,10,520021,OMAXAUTO,OMAX AUTOS LTD.,EQ,OMAXAUTO,1,1,India
INE577A01027,12-MAY-2003,2,B ,Auto Parts & Equipment,Equity,1,Munjal Showa Limited,2,520043,MUNJALSHOW,MUNJAL SHOWA LTD.,EQ,MUNJALSHOW,1,1,India
INE105A01035,23-OCT-2012,5,B ,Auto Parts & Equipment,Equity,1,Sundaram Clayton Limited,5,520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,EQ,SUNCLAYLTD,1,1,India
INE643A01035,12-JAN-2004,1,B ,Auto Parts & Equipment,Equity,1,Jtekt India Limited,1,520057,JTEKTINDIA,Jtekt India Ltd,EQ,JTEKTINDIA,1,1,India
INE672B01032,19-JUL-2006,2,B ,Auto Parts & Equipment,Equity,1,Munjal Auto Industries Limited,2,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,EQ,MUNJALAU,1,1,India
INE571B01028,03-JAN-1996,5,B ,Auto Parts & Equipment,Equity,1,Jay Bharat Maruti Limited,5,520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,EQ,JAYBARMARU,1,1,India
INE075B01012,28-APR-1999,10,B ,Transportation - Logistics,Equity,1,Sical Logistics Limited,10,520086,SICAL,SICAL LOGISTICS LTD.,EQ,SICAL,1,1,India
INE386A01015,04-OCT-2002,10,B ,Other Industrial Goods,Equity,1,Vesuvius India Limited,10,520113,VESUVIUS,VESUVIUS INDIA LTD.,EQ,VESUVIUS,1,1,India
INE757B01015,01-MAR-1995,10,B ,Shipping,Equity,1,Shreyas Shipping & Logistics Limited,10,520151,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,EQ,SHREYAS,1,1,India
INE483B01026,12-SEP-2005,2,B ,Textiles,Equity,1,Indo Count Industries Limited,2,521016,ICIL,INDO COUNT INDUSTRIES LTD.,EQ,ICIL,1,1,India
INE882A01013,08-FEB-1995,10,B ,Textiles,Equity,1,Maral Overseas Limited,10,521018,MARALOVER,MARAL OVERSEAS LTD.,EQ,MARALOVER,1,1,India
INE270A01029,19-FEB-2020,1,B ,Textiles,Equity,1,Alok Industries Limited,1,521070,ALOKTEXT,ALOK INDUSTRIES LTD.,EQ,ALOKINDS,1,1,India
INE123B01028,18-JUN-2007,5,B ,Textiles,Equity,1,Nagreeka Exports Limited,5,521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,EQ,NAGREEKEXP,1,1,India
INE206B01013,27-SEP-1995,10,B ,Other Apparels & Accessories,Equity,1,Zodiac Clothing Company Limited,10,521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,EQ,ZODIACLOTH,1,1,India
INE923A01015,22-MAY-1996,10,B ,Other Financial Services,Equity,1,SIL Investments Limited,10,521194,SILINV,SIL INVESTMENTS LTD.,EQ,SILINV,1,1,India
INE497D01022,04-JUL-2016,5,B ,Textiles,Equity,1,Damodar Industries Limited,5,521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,EQ,DAMODARIND,1,1,India
INE602G01020,25-SEP-2012,1,B ,Other Apparels & Accessories,Equity,1,Kitex Garments Limited,1,521248,KITEX,KITEX GARMENTS LTD.,EQ,KITEX,1,1,India
INE052A01021,17-AUG-2011,2,B ,Industrial Machinery,Equity,1,Windsor Machines Limited,2,522029,WINDMACHIN,WINDSOR MACHINES LTD.,EQ,WINDMACHIN,1,1,India
INE631A01022,17-JAN-1996,1,B ,Auto Parts & Equipment,Equity,1,Shanthi Gears Limited,1,522034,SHANTIGEAR,SHANTHI GEARS LTD.,EQ,SHANTIGEAR,1,1,India
INE634A01018,01-APR-2003,10,B ,Industrial Machinery,Equity,1,Honda India Power Products Limited,10,522064,HONDAPOWER,Honda India Power Products Ltd,EQ,HONDAPOWER,1,1,India
INE127B01011,21-JAN-2002,10,B ,Auto Parts & Equipment,Equity,1,The Hi-Tech Gears Limited,10,522073,HITECHGEAR,The Hi-Tech Gears Ltd,EQ,HITECHGEAR,1,1,India
INE285A01027,22-NOV-1995,1,B ,Industrial Machinery,Equity,1,Elgi Equipments Limited,1,522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,EQ,ELGIEQUIP,1,1,India
INE074A01025,11-OCT-1995,2,B ,Construction & Engineering,Equity,1,Praj Industries Limited,2,522205,PRAJIND,PRAJ INDUSTRIES LTD.,EQ,PRAJIND,1,1,India
INE826C01016,04-JUN-2007,10,B ,Commercial Vehicles,Equity,1,Gujarat Apollo Industries Limited,10,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,EQ,GUJAPOLLO,1,1,India
INE227C01017,20-DEC-2006,10,B ,Other Industrial Products,Equity,1,MM Forgings Limited,10,522241,MMFL,M.M.FORGINGS LTD.-$,EQ,MMFL,1,1,India
INE040D01038,25-SEP-2012,5,B ,Textiles,Equity,1,Mayur Uniquoters Ltd,5,522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,EQ,MAYURUNIQ,1,1,India
INE890A01024,26-NOV-2007,2,B ,Construction & Engineering,Equity,1,JMC Projects (India)  Limited,2,522263,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,EQ,JMCPROJECT,1,1,India
INE663B01015,24-JUN-2016,10,B ,Containers & Packaging,Equity,1,Control Print Limited,10,522295,CONTROLPR,CONTROL PRINT LTD.-$,EQ,CONTROLPR,1,1,India
INE080A01014,10-MAY-1995,10,B ,Comm.Trading  & Distribution,Equity,1,Weizmann Limited,10,523011,WEIZMANIND,WEIZMANN LTD.,EQ,WEIZMANIND,1,1,India
INE429E01023,12-SEP-2019,2,B ,Other Apparels & Accessories,Equity,1,Safari Industries (India) Limited,2,523025,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,EQ,SAFARI,1,1,India
INE276C01014,08-APR-2008,10,B ,Hotels,Equity,1,EIH Associated Hotels Limited,10,523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,EQ,EIHAHOTELS,1,1,India
INE421A01028,29-MAR-1995,2,B ,Exploration & Production,Equity,1,Aban Offshore Limited,2,523204,ABAN,ABAN OFFSHORE LTD.,EQ,ABAN,1,1,India
INE760A01029,28-JUL-2008,1,B ,Non-Durable Household Prod.,Equity,1,Kokuyo Camlin Limited,1,523207,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,EQ,KOKUYOCMLN,1,1,India
INE199C01026,25-JUN-2007,2,B ,Hotels,Equity,1,Advani Hotels & Resorts (India) Limited,2,523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,EQ,ADVANIHOTR,1,1,India
INE712B01010,26-SEP-2014,10,B ,Footwear,Equity,1,Superhouse Limited,10,523283,SUPERHOUSE,SUPERHOUSE LTD.,EQ,SUPERHOUSE,1,1,India
INE822C01015,17-OCT-2017,10,B ,Paper & Paper Products,Equity,1,TCPL Packaging Limited,10,523301,TCPLPACK,TCPL PACKAGING LTD.-$,EQ,TCPLPACK,1,1,India
INE308A01027,23-MAR-2007,5,B ,Textiles,Equity,1,Nahar Poly Films Limited,5,523391,NAHARPOLY,NAHAR POLYFILMS LTD.,EQ,NAHARPOLY,1,1,India
INE046A01015,29-NOV-1995,10,B ,Construction & Engineering,Equity,1,Reliance Industrial Infrastructure Limited,10,523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,EQ,RIIL,1,1,India
INE372C01029,06-SEP-1995,5,B ,Other Industrial Products,Equity,1,Precision Wires India Limited,5,523539,PRECWIRE,PRECISION WIRES INDIA LTD.,EQ,PRECWIRE,1,1,India
INE623B01027,05-NOV-2001,2,B ,Department Stores,Equity,1,Future Enterprises Limited,2,523574,FEL,Future Enterprises Ltd,EQ,FEL,1,1,India
INE506A01018,15-JAN-2004,10,B ,Shipping,Equity,1,Dredging Corporation of India Limited,10,523618,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,EQ,DREDGECORP,1,1,India
INE888B01018,10-APR-2017,10,B ,Realty,Equity,1,Poddar Housing and Development Limited,10,523628,PODDAR,Poddar Housing and Development Ltd,EQ,PODDARHOUS,1,1,India
INE870D01012,28-DEC-2006,10,B ,Fertilizers,Equity,1,National Fertilizers Limited,10,523630,NFL,NATIONAL FERTILIZERS LTD.,EQ,NFL,1,1,India
INE083C01022,28-DEC-2006,5,B ,Specialty Chemicals,Equity,1,Plastiblends India Limited,5,523648,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,EQ,PLASTIBLEN,1,1,India
INE054C01015,08-FEB-1995,10,B ,Other Food Products,Equity,100,Waterbase Limited,10,523660,WATERBASE,WATERBASE LTD.,EQ,WATERBASE,1,1,India
INE116A01032,06-SEP-1995,2,B ,Other Industrial Goods,Equity,1,Apcotex Industries Limited,2,523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.,EQ,APCOTEXIND,1,1,India
INE759A01021,10-MAY-1995,5,B ,IT Software Products,Equity,1,Mastek Limited,5,523704,MASTEK,MASTEK LTD.,EQ,MASTEK,1,1,India
INE158B01016,17-APR-1996,10,B ,Industrial Machinery,Equity,1,Eimco Elecon (India) Limited,10,523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,EQ,EIMCOELECO,1,1,India
INE365D01021,29-JUN-2011,2,B ,Realty,Equity,1,Ashiana Housing Limited,2,523716,ASHIANA,ASHIANA HOUSING LTD.-$,EQ,ASHIANA,1,1,India
INE477B01010,11-JAN-2008,10,B ,Fibres & Plastics,Equity,1,Dhunseri Ventures Limited,10,523736,DVL,Dhunseri Ventures Ltd-$,EQ,DVL,1,1,India
INE215D01010,14-FEB-2020,10,B ,Plastic Products,Equity,1,Mahindra EPC Irrigation Limited,10,523754,MAHEPC,Mahindra EPC Irrigation Ltd,EQ,MAHEPC,1,1,India
